chromosome	start	end	state
chr5	118127000	118130000	ESC
chr5	118131000	118132000	ESC
chr5	118283000	118284000	ESC
chr5	118286000	118290000	ESC
chr5	119124000	119125000	ESC
chr5	119267000	119270000	ESC
chr5	119271000	119273000	ESC
chr5	119283000	119285000	ESC
chr5	119292000	119294000	ESC
chr5	119308000	119311000	ESC
chr5	119313000	119324000	ESC
chr5	119327000	119328000	ESC
chr5	119329000	119333000	ESC
chr5	119341000	119344000	ESC
chr5	119345000	119351000	ESC
chr5	119396000	119398000	ESC
chr5	119399000	119400000	ESC
chr5	119401000	119402000	ESC
chr5	119470000	119471000	ESC
chr5	119473000	119478000	ESC
chr5	119479000	119480000	ESC
chr5	119518000	119520000	ESC
chr5	119521000	119522000	ESC
chr5	119526000	119528000	ESC
chr5	119532000	119534000	ESC
chr5	119592000	119594000	ESC
chr5	119663000	119664000	ESC
chr5	119666000	119667000	ESC
chr5	119668000	119669000	ESC
chr5	119670000	119673000	ESC
chr5	119755000	119758000	ESC
chr5	119784000	119785000	ESC
chr5	119786000	119787000	ESC
chr5	119807000	119809000	ESC
chr5	119886000	119889000	ESC
chr5	120009000	120012000	ESC
chr5	120013000	120014000	ESC
chr5	120016000	120018000	ESC
chr5	120025000	120027000	ESC
chr5	120028000	120029000	ESC
chr5	120031000	120032000	ESC
chr5	120034000	120035000	ESC
chr5	120036000	120037000	ESC
chr5	120038000	120039000	ESC
chr5	120040000	120041000	ESC
chr5	120042000	120043000	ESC
chr5	120044000	120045000	ESC
chr5	120047000	120048000	ESC
chr5	120054000	120070000	ESC
chr5	120090000	120107000	ESC
chr5	120116000	120119000	ESC
chr5	120126000	120128000	ESC
chr5	120344000	120345000	ESC
chr5	120348000	120350000	ESC
chr5	120470000	120473000	ESC
chr5	120474000	120475000	ESC
chr5	120477000	120482000	ESC
chr5	120483000	120490000	ESC
chr5	120491000	120495000	ESC
chr5	120513000	120517000	ESC
chr5	120530000	120534000	ESC
chr5	120536000	120537000	ESC
chr5	120538000	120542000	ESC
chr5	120563000	120565000	ESC
chr5	120700000	120702000	ESC
chr5	120970000	120972000	ESC
chr5	121091000	121093000	ESC
chr5	121100000	121103000	ESC
chr5	121264000	121265000	ESC
chr5	122089000	122093000	ESC
chr5	122095000	122097000	ESC
chr5	122098000	122100000	ESC
chr5	122103000	122105000	ESC
chr5	122106000	122107000	ESC
chr5	122110000	122114000	ESC
chr5	122122000	122123000	ESC
chr5	122126000	122127000	ESC
chr5	122128000	122131000	ESC
chr5	123212000	123215000	ESC
chr5	123436000	123437000	ESC
chr5	123548000	123549000	ESC
chr5	123874000	123876000	ESC
chr5	125106000	125108000	ESC
chr5	125291000	125295000	ESC
chr5	125539000	125541000	ESC
chr5	125542000	125543000	ESC
chr5	127029000	127030000	ESC
chr5	127031000	127032000	ESC
chr5	127037000	127038000	ESC
chr5	127040000	127041000	ESC
chr5	127042000	127044000	ESC
chr5	127048000	127051000	ESC
chr5	128017000	128018000	ESC
chr5	128030000	128031000	ESC
chr5	128040000	128041000	ESC
chr5	128746000	128749000	ESC
chr5	128751000	128755000	ESC
chr5	128759000	128760000	ESC
chr5	128866000	128868000	ESC
chr5	128908000	128918000	ESC
chr5	128919000	128921000	ESC
chr5	128923000	128924000	ESC
chr5	128932000	128934000	ESC
chr5	129056000	129058000	ESC
chr5	129059000	129063000	ESC
chr5	129096000	129098000	ESC
chr5	129124000	129127000	ESC
chr5	129128000	129130000	ESC
chr5	129142000	129143000	ESC
chr5	129524000	129527000	ESC
chr5	130732000	130736000	ESC
chr5	131589000	131593000	ESC
chr5	131901000	131902000	ESC
chr5	132509000	132514000	NPC
chr5	132515000	132524000	NPC
chr5	132616000	132621000	NPC
chr5	132622000	132628000	NPC
chr5	132631000	132632000	NPC
chr5	132635000	132637000	NPC
chr5	132640000	132641000	NPC
chr5	132642000	132644000	NPC
chr5	132645000	132647000	NPC
chr5	132649000	132653000	NPC
chr5	132654000	132658000	NPC
chr5	132660000	132661000	NPC
chr5	132662000	132663000	NPC
chr5	132665000	132667000	NPC
chr5	132826000	132828000	ESC
chr5	134501000	134504000	ESC
chr5	134505000	134508000	ESC
chr5	135271000	135272000	ESC
chr5	135534000	135536000	ESC
chr5	135542000	135544000	ESC
chr5	135689000	135691000	ESC
chr5	135828000	135831000	ESC
chr5	136152000	136155000	ESC
chr5	136156000	136157000	ESC
chr5	136505000	136506000	ESC
chr5	136509000	136512000	ESC
chr5	136513000	136514000	ESC
chr5	136515000	136524000	ESC
chr5	136525000	136532000	ESC
chr5	136849000	136851000	ESC
chr5	136852000	136853000	ESC
chr5	136905000	136910000	ESC
chr5	136911000	136913000	ESC
chr5	136915000	136916000	ESC
chr5	136918000	136920000	ESC
chr5	137130000	137131000	ESC
chr5	137165000	137169000	ESC
chr5	137517000	137520000	ESC
chr5	137715000	137717000	ESC
chr5	137813000	137814000	ESC
chr5	137915000	137917000	ESC
chr5	138501000	138507000	ESC
chr5	138746000	138753000	NPC
chr5	138759000	138761000	NPC
chr5	139008000	139012000	ESC
chr5	139073000	139077000	ESC
chr5	139182000	139183000	ESC
chr5	139184000	139187000	ESC
chr5	139248000	139253000	ESC
chr5	139383000	139384000	ESC
chr5	139806000	139809000	ESC
chr5	139871000	139874000	ESC
chr5	139950000	139951000	ESC
chr5	139953000	139956000	ESC
chr5	140117000	140118000	ESC
chr5	140159000	140165000	ESC
chr5	140195000	140201000	ESC
chr5	140202000	140204000	ESC
chr5	140210000	140213000	ESC
chr5	140222000	140228000	ESC
chr5	140711000	140712000	ESC
chr5	140739000	140741000	ESC
chr5	140844000	140845000	ESC
chr5	140846000	140847000	ESC
chr5	140848000	140855000	ESC
chr5	140857000	140869000	ESC
chr5	140874000	140875000	ESC
chr5	140987000	140991000	ESC
chr5	141494000	141498000	ESC
chr5	142241000	142247000	ESC
chr5	142390000	142393000	ESC
chr5	142396000	142397000	ESC
chr5	142438000	142439000	ESC
chr5	142444000	142445000	ESC
chr5	142449000	142450000	ESC
chr5	142457000	142458000	ESC
chr5	142465000	142467000	ESC
chr5	142782000	142783000	ESC
chr5	142859000	142862000	ESC
chr5	143015000	143016000	ESC
chr5	143017000	143018000	ESC
chr5	143032000	143033000	ESC
chr5	143077000	143089000	ESC
chr5	143516000	143526000	ESC
chr5	143527000	143530000	ESC
chr5	143534000	143536000	ESC
chr5	143539000	143540000	ESC
chr5	143551000	143560000	ESC
chr5	143622000	143626000	ESC
chr5	143627000	143643000	ESC
chr5	143644000	143648000	ESC
chr5	143650000	143655000	ESC
chr5	147155000	147157000	ESC
chr5	147709000	147711000	ESC
chr5	148061000	148064000	ESC
chr5	148387000	148390000	ESC
chr5	149069000	149071000	ESC
chr5	149072000	149073000	ESC
chr5	149076000	149077000	ESC
chr5	149079000	149080000	ESC
chr5	149087000	149088000	ESC
chr5	149090000	149091000	ESC
chr5	149325000	149328000	ESC
chr5	149329000	149334000	ESC
chr5	149341000	149342000	ESC
chr5	149375000	149377000	ESC
chr5	149596000	149597000	ESC
chr5	149679000	149682000	ESC
chr5	151171000	151174000	ESC
chr5	151184000	151186000	ESC
chr5	151220000	151225000	ESC
chr5	151457000	151461000	ESC
chr5	151499000	151500000	ESC
chr5	151501000	151503000	ESC
chr6	4454000	4456000	ESC
chr6	4564000	4565000	ESC
chr6	4587000	4589000	ESC
chr6	4590000	4591000	ESC
chr6	4598000	4599000	ESC
chr6	4608000	4611000	ESC
chr6	4686000	4689000	ESC
chr6	4690000	4693000	ESC
chr6	4696000	4699000	ESC
chr6	4704000	4705000	ESC
chr6	5246000	5251000	ESC
chr6	5373000	5374000	ESC
chr6	5375000	5376000	ESC
chr6	6814000	6816000	ESC
chr6	6828000	6832000	ESC
chr6	7504000	7508000	ESC
chr6	7736000	7737000	ESC
chr6	7739000	7740000	ESC
chr6	8898000	8902000	ESC
chr6	8904000	8907000	ESC
chr6	12699000	12700000	ESC
chr6	14848000	14854000	ESC
chr6	17256000	17260000	ESC
chr6	17979000	17983000	ESC
chr6	18119000	18121000	ESC
chr6	18463000	18466000	ESC
chr6	21164000	21167000	ESC
chr6	21801000	21802000	ESC
chr6	21935000	21939000	ESC
chr6	22237000	22240000	ESC
chr6	24904000	24906000	ESC
chr6	25774000	25775000	NPC
chr6	25776000	25778000	NPC
chr6	25779000	25784000	NPC
chr6	25789000	25790000	NPC
chr6	25794000	25795000	NPC
chr6	25798000	25799000	NPC
chr6	25825000	25826000	NPC
chr6	25843000	25844000	NPC
chr6	25851000	25852000	NPC
chr6	25853000	25854000	NPC
chr6	25855000	25856000	NPC
chr6	25857000	25858000	NPC
chr6	25923000	25924000	NPC
chr6	25939000	25940000	NPC
chr6	25982000	25983000	NPC
chr6	26028000	26029000	NPC
chr6	26091000	26092000	NPC
chr6	26141000	26142000	NPC
chr6	26216000	26217000	NPC
chr6	26357000	26358000	NPC
chr6	26389000	26390000	NPC
chr6	26391000	26392000	NPC
chr6	26393000	26395000	NPC
chr6	26410000	26411000	NPC
chr6	26525000	26526000	NPC
chr6	26535000	26536000	NPC
chr6	26572000	26573000	NPC
chr6	26617000	26618000	NPC
chr6	26658000	26659000	NPC
chr6	26665000	26666000	NPC
chr6	26670000	26671000	NPC
chr6	26745000	26746000	NPC
chr6	26848000	26849000	NPC
chr6	26853000	26855000	NPC
chr6	26856000	26857000	NPC
chr6	26979000	26980000	NPC
chr6	27155000	27156000	NPC
chr6	27157000	27159000	NPC
chr6	27188000	27189000	NPC
chr6	27261000	27262000	NPC
chr6	27266000	27268000	NPC
chr6	27297000	27298000	NPC
chr6	27336000	27337000	NPC
chr6	27408000	27409000	NPC
chr6	27435000	27436000	NPC
chr6	27485000	27486000	NPC
chr6	27487000	27488000	NPC
chr6	27525000	27526000	NPC
chr6	27547000	27548000	NPC
chr6	27555000	27556000	NPC
chr6	27567000	27568000	NPC
chr6	27571000	27572000	NPC
chr6	27573000	27574000	NPC
chr6	27576000	27577000	NPC
chr6	27599000	27600000	NPC
chr6	27606000	27607000	NPC
chr6	27609000	27612000	NPC
chr6	27617000	27618000	NPC
chr6	28083000	28087000	ESC
chr6	28164000	28166000	ESC
chr6	28171000	28172000	ESC
chr6	28210000	28211000	ESC
chr6	28212000	28213000	ESC
chr6	28342000	28343000	ESC
chr6	28344000	28350000	ESC
chr6	28399000	28404000	ESC
chr6	28780000	28784000	ESC
chr6	28855000	28857000	ESC
chr6	28858000	28861000	ESC
chr6	28927000	28928000	ESC
chr6	28929000	28933000	ESC
chr6	29011000	29012000	ESC
chr6	29163000	29166000	ESC
chr6	29178000	29181000	ESC
chr6	29367000	29368000	ESC
chr6	29370000	29371000	ESC
chr6	29375000	29376000	ESC
chr6	29378000	29379000	ESC
chr6	29380000	29386000	ESC
chr6	29389000	29393000	ESC
chr6	29440000	29444000	ESC
chr6	29445000	29449000	ESC
chr6	29451000	29459000	ESC
chr6	29475000	29482000	ESC
chr6	29484000	29485000	ESC
chr6	29686000	29689000	ESC
chr6	30409000	30417000	ESC
chr6	30485000	30486000	ESC
chr6	30488000	30489000	ESC
chr6	30491000	30494000	ESC
chr6	30681000	30685000	ESC
chr6	30887000	30889000	ESC
chr6	30946000	30948000	ESC
chr6	31002000	31003000	ESC
chr6	31145000	31151000	ESC
chr6	31215000	31218000	ESC
chr6	31221000	31222000	ESC
chr6	31231000	31232000	ESC
chr6	31483000	31484000	ESC
chr6	31487000	31499000	ESC
chr6	32710000	32712000	ESC
chr6	34199000	34200000	ESC
chr6	34202000	34204000	ESC
chr6	34881000	34883000	ESC
chr6	34924000	34925000	ESC
chr6	35255000	35256000	ESC
chr6	36318000	36320000	ESC
chr6	37225000	37231000	ESC
chr6	38221000	38223000	ESC
chr6	38224000	38225000	ESC
chr6	38226000	38227000	ESC
chr6	38282000	38285000	ESC
chr6	38565000	38571000	ESC
chr6	38572000	38573000	ESC
chr6	38574000	38577000	ESC
chr6	38590000	38598000	ESC
chr6	38606000	38608000	ESC
chr6	38609000	38612000	ESC
chr6	38619000	38620000	ESC
chr6	40363000	40366000	ESC
chr6	41472000	41474000	ESC
chr6	42247000	42255000	ESC
chr6	43237000	43239000	ESC
chr6	47833000	47838000	ESC
chr6	48365000	48382000	ESC
chr6	48410000	48421000	ESC
chr6	48523000	48528000	ESC
chr6	48549000	48551000	ESC
chr6	48554000	48562000	ESC
chr6	48767000	48769000	ESC
chr6	48966000	48968000	ESC
chr6	49148000	49157000	NPC
chr6	50524000	50527000	ESC
chr6	51004000	51005000	ESC
chr6	51098000	51100000	ESC
chr6	51102000	51105000	ESC
chr6	52079000	52159000	ESC
chr6	52166000	52168000	ESC
chr6	52169000	52173000	ESC
chr6	53215000	53219000	ESC
chr6	53746000	53754000	ESC
chr6	53968000	53971000	ESC
chr6	54254000	54258000	ESC
chr6	54621000	54622000	ESC
chr6	54623000	54624000	ESC
chr6	54628000	54629000	ESC
chr6	54857000	54858000	ESC
chr6	54863000	54864000	ESC
chr6	54865000	54866000	ESC
chr6	54869000	54870000	ESC
chr6	54871000	54875000	ESC
chr6	54901000	54903000	ESC
chr6	55380000	55387000	ESC
chr6	55606000	55607000	ESC
chr6	56582000	56584000	ESC
chr6	57753000	57755000	ESC
chr6	60757000	60760000	ESC
chr6	61108000	61111000	ESC
chr6	63186000	63187000	ESC
chr6	64659000	64660000	ESC
chr6	64664000	64665000	ESC
chr6	65310000	65312000	ESC
chr6	65599000	65603000	ESC
chr6	66825000	66827000	ESC
chr6	67109000	67110000	ESC
chr6	67113000	67114000	ESC
chr6	67463000	67466000	ESC
chr6	70977000	70981000	ESC
chr6	71063000	71064000	ESC
chr6	71636000	71640000	ESC
chr6	71711000	71712000	ESC
chr6	71716000	71718000	ESC
chr6	72164000	72165000	ESC
chr6	72716000	72719000	ESC
chr6	77171000	77175000	ESC
chr6	82367000	82368000	ESC
chr6	82995000	83005000	ESC
chr6	83006000	83007000	ESC
chr6	83009000	83010000	ESC
chr6	83012000	83015000	ESC
chr6	83049000	83054000	ESC
chr6	83100000	83103000	ESC
chr6	83105000	83109000	ESC
chr6	83118000	83123000	ESC
chr6	83126000	83128000	ESC
chr6	83335000	83336000	ESC
chr6	83377000	83395000	ESC
chr6	83396000	83406000	ESC
chr6	83408000	83423000	ESC
chr6	83667000	83682000	ESC
chr6	83717000	83730000	ESC
chr6	83831000	83835000	ESC
chr6	83836000	83837000	ESC
chr6	85090000	85094000	ESC
chr6	85158000	85161000	ESC
chr6	85170000	85175000	ESC
chr6	85176000	85177000	ESC
chr6	85180000	85184000	ESC
chr6	85185000	85194000	ESC
chr6	85195000	85196000	ESC
chr6	85201000	85202000	ESC
chr6	85305000	85306000	ESC
chr6	85373000	85376000	ESC
chr6	85389000	85390000	ESC
chr6	85444000	85452000	ESC
chr6	85981000	85986000	ESC
chr6	85994000	85996000	ESC
chr6	86588000	86592000	ESC
chr6	87148000	87150000	ESC
chr6	87152000	87156000	ESC
chr6	87157000	87158000	ESC
chr6	87159000	87160000	ESC
chr6	87698000	87700000	ESC
chr6	87774000	87776000	ESC
chr6	88156000	88157000	ESC
chr6	88160000	88171000	ESC
chr6	88592000	88594000	ESC
chr6	88596000	88597000	ESC
chr6	88690000	88694000	ESC
chr6	88696000	88697000	ESC
chr6	88713000	88716000	ESC
chr6	88774000	88776000	ESC
chr6	88823000	88826000	ESC
chr6	88831000	88833000	ESC
chr6	88835000	88842000	ESC
chr6	90091000	90092000	NPC
chr6	90096000	90097000	NPC
chr6	90124000	90127000	NPC
chr6	90130000	90132000	NPC
chr6	90139000	90140000	NPC
chr6	90142000	90143000	NPC
chr6	90145000	90147000	NPC
chr6	90163000	90164000	NPC
chr6	90167000	90168000	NPC
chr6	90188000	90189000	NPC
chr6	90190000	90191000	NPC
chr6	90193000	90194000	NPC
chr6	90274000	90276000	ESC
chr6	90290000	90292000	ESC
chr6	90385000	90386000	ESC
chr6	90392000	90394000	ESC
chr6	90428000	90429000	ESC
chr6	91250000	91257000	ESC
chr6	91262000	91264000	ESC
chr6	91266000	91268000	ESC
chr6	91311000	91314000	ESC
chr6	91359000	91363000	ESC
chr6	91369000	91378000	ESC
chr6	91670000	91671000	NPC
chr6	91677000	91678000	NPC
chr6	91684000	91695000	NPC
chr6	91696000	91702000	NPC
chr6	92669000	92671000	ESC
chr6	92905000	92911000	ESC
chr6	93644000	93646000	ESC
chr6	97452000	97454000	ESC
chr6	97490000	97513000	NPC
chr6	99486000	99488000	ESC
chr6	99897000	99900000	NPC
chr6	99902000	99939000	NPC
chr6	101342000	101344000	ESC
chr6	103476000	103478000	ESC
chr6	105642000	105646000	ESC
chr6	107494000	107498000	ESC
chr6	112453000	112458000	ESC
chr6	113159000	113162000	ESC
chr6	113461000	113464000	ESC
chr6	113466000	113467000	ESC
chr6	114096000	114099000	ESC
chr6	114247000	114251000	ESC
chr6	114363000	114367000	ESC
chr6	115325000	115329000	ESC
chr6	115925000	115930000	ESC
chr6	115932000	115934000	ESC
chr6	115943000	115944000	ESC
chr6	115946000	115947000	ESC
chr6	115948000	115949000	ESC
chr6	115950000	115964000	ESC
chr6	116425000	116428000	ESC
chr6	116637000	116639000	ESC
chr6	117680000	117682000	ESC
chr6	117961000	117964000	ESC
chr6	117977000	117980000	ESC
chr6	118444000	118447000	ESC
chr6	118558000	118561000	ESC
chr6	118594000	118595000	ESC
chr6	118598000	118600000	ESC
chr6	119071000	119076000	ESC
chr6	119295000	119297000	ESC
chr6	119412000	119415000	ESC
chr6	119416000	119417000	ESC
chr6	119504000	119511000	ESC
chr6	120419000	120421000	ESC
chr6	120427000	120428000	ESC
chr6	120429000	120430000	ESC
chr6	120457000	120462000	ESC
chr6	120464000	120465000	ESC
chr6	121175000	121178000	ESC
chr6	121268000	121271000	ESC
chr6	121378000	121379000	ESC
chr6	122538000	122539000	ESC
chr6	122584000	122585000	ESC
chr6	122587000	122591000	ESC
chr6	124824000	124833000	ESC
chr6	124958000	124962000	ESC
chr6	125236000	125237000	ESC
chr6	125251000	125252000	ESC
chr6	125272000	125273000	ESC
chr6	125275000	125276000	ESC
chr6	125277000	125281000	ESC
chr6	125320000	125321000	ESC
chr6	125322000	125324000	ESC
chr6	125327000	125330000	ESC
chr6	126129000	126132000	ESC
chr6	126500000	126501000	ESC
chr6	126703000	126707000	ESC
chr6	126979000	126989000	ESC
chr6	127098000	127100000	ESC
chr6	127114000	127125000	ESC
chr6	127293000	127300000	ESC
chr6	127301000	127302000	ESC
chr6	127304000	127305000	ESC
chr6	127306000	127308000	ESC
chr6	132618000	132619000	NPC
chr6	132623000	132624000	NPC
chr6	132677000	132678000	NPC
chr6	132690000	132691000	NPC
chr6	132703000	132704000	NPC
chr6	132705000	132706000	NPC
chr6	132707000	132709000	NPC
chr6	132711000	132712000	NPC
chr6	132718000	132719000	NPC
chr6	132722000	132723000	NPC
chr6	132813000	132814000	NPC
chr6	132859000	132860000	NPC
chr6	132895000	132896000	NPC
chr6	132899000	132900000	NPC
chr6	132905000	132906000	NPC
chr6	132912000	132913000	NPC
chr6	132915000	132916000	NPC
chr6	133054000	133055000	NPC
chr6	134949000	134950000	ESC
chr6	135697000	135700000	ESC
chr6	136625000	136628000	ESC
chr6	136873000	136875000	ESC
chr6	136877000	136881000	ESC
chr6	137216000	137218000	ESC
chr6	137380000	137381000	ESC
chr6	137382000	137383000	ESC
chr6	137386000	137387000	ESC
chr6	137395000	137396000	ESC
chr6	137397000	137398000	ESC
chr6	138386000	138387000	ESC
chr6	140123000	140124000	ESC
chr6	140258000	140259000	ESC
chr6	141210000	141214000	ESC
chr6	141528000	141530000	NPC
chr6	141531000	141533000	NPC
chr6	141534000	141535000	NPC
chr6	141536000	141537000	NPC
chr6	142371000	142374000	ESC
chr6	142920000	142923000	ESC
chr6	143280000	143281000	ESC
chr6	144308000	144310000	ESC
chr6	144311000	144313000	ESC
chr6	144320000	144323000	ESC
chr6	144344000	144346000	ESC
chr6	144348000	144349000	ESC
chr6	144353000	144354000	ESC
chr6	144738000	144741000	ESC
chr6	144742000	144743000	ESC
chr6	144861000	144862000	ESC
chr6	144863000	144864000	ESC
chr6	144867000	144868000	ESC
chr6	144871000	144872000	ESC
chr6	144874000	144876000	ESC
chr6	144880000	144882000	ESC
chr6	145573000	145574000	ESC
chr6	145819000	145828000	ESC
chr6	146458000	146461000	ESC
chr6	147219000	147225000	ESC
chr6	148004000	148005000	ESC
chr6	148400000	148401000	ESC
chr6	149057000	149059000	ESC
chr7	4530000	4532000	ESC
chr7	4595000	4599000	ESC
chr7	4632000	4635000	ESC
chr7	4655000	4661000	ESC
chr7	5735000	5736000	ESC
chr7	5792000	5794000	ESC
chr7	11828000	11830000	ESC
chr7	11943000	11946000	ESC
chr7	12160000	12162000	ESC
chr7	15109000	15111000	ESC
chr7	15114000	15117000	ESC
chr7	15122000	15123000	ESC
chr7	15303000	15305000	ESC
chr7	15316000	15318000	ESC
chr7	15337000	15339000	ESC
chr7	15969000	15971000	ESC
chr7	16065000	16068000	ESC
chr7	16103000	16109000	ESC
chr7	16119000	16120000	ESC
chr7	18085000	18087000	ESC
chr7	18115000	18128000	ESC
chr7	18147000	18148000	ESC
chr7	18150000	18152000	ESC
chr7	18223000	18225000	ESC
chr7	18249000	18251000	ESC
chr7	18253000	18257000	ESC
chr7	18276000	18277000	ESC
chr7	18463000	18466000	ESC
chr7	18467000	18468000	ESC
chr7	18628000	18629000	ESC
chr7	18647000	18652000	ESC
chr7	18676000	18684000	ESC
chr7	24080000	24082000	ESC
chr7	24083000	24084000	ESC
chr7	24085000	24087000	ESC
chr7	24140000	24144000	ESC
chr7	24145000	24146000	ESC
chr7	24199000	24200000	ESC
chr7	24207000	24210000	ESC
chr7	24294000	24297000	ESC
chr7	24299000	24300000	ESC
chr7	24303000	24305000	ESC
chr7	24307000	24308000	ESC
chr7	24319000	24322000	ESC
chr7	24579000	24580000	ESC
chr7	24641000	24643000	ESC
chr7	24661000	24667000	ESC
chr7	24717000	24721000	ESC
chr7	24722000	24723000	ESC
chr7	24887000	24891000	ESC
chr7	25076000	25079000	ESC
chr7	27072000	27074000	ESC
chr7	27364000	27369000	ESC
chr7	27370000	27374000	ESC
chr7	27997000	28000000	ESC
chr7	28007000	28008000	ESC
chr7	28009000	28011000	ESC
chr7	28595000	28598000	ESC
chr7	28880000	28882000	ESC
chr7	29501000	29503000	ESC
chr7	30065000	30067000	ESC
chr7	30068000	30071000	ESC
chr7	30234000	30239000	ESC
chr7	30240000	30244000	ESC
chr7	30423000	30426000	ESC
chr7	30527000	30530000	ESC
chr7	30776000	30777000	ESC
chr7	34384000	34385000	ESC
chr7	34826000	34834000	ESC
chr7	34893000	34901000	ESC
chr7	34911000	34915000	ESC
chr7	34917000	34918000	ESC
chr7	34923000	34925000	ESC
chr7	36389000	36391000	ESC
chr7	36396000	36406000	ESC
chr7	36407000	36410000	ESC
chr7	36470000	36471000	ESC
chr7	36474000	36475000	ESC
chr7	36477000	36481000	ESC
chr7	37045000	37047000	ESC
chr7	37332000	37334000	ESC
chr7	37479000	37482000	ESC
chr7	37832000	37833000	ESC
chr7	37834000	37836000	ESC
chr7	40672000	40677000	ESC
chr7	43321000	43322000	ESC
chr7	43327000	43328000	ESC
chr7	43330000	43333000	ESC
chr7	43343000	43347000	ESC
chr7	43542000	43545000	ESC
chr7	43582000	43583000	ESC
chr7	43584000	43585000	ESC
chr7	43589000	43590000	ESC
chr7	43637000	43639000	ESC
chr7	43641000	43642000	ESC
chr7	43649000	43653000	ESC
chr7	44220000	44223000	ESC
chr7	44294000	44300000	ESC
chr7	44307000	44315000	ESC
chr7	44317000	44318000	ESC
chr7	44321000	44322000	ESC
chr7	44327000	44332000	ESC
chr7	44343000	44352000	ESC
chr7	44707000	44709000	ESC
chr7	45501000	45502000	ESC
chr7	45505000	45506000	ESC
chr7	45507000	45509000	ESC
chr7	45559000	45564000	ESC
chr7	45566000	45569000	ESC
chr7	45570000	45571000	ESC
chr7	45661000	45663000	ESC
chr7	45664000	45667000	ESC
chr7	45738000	45740000	ESC
chr7	45967000	45969000	ESC
chr7	46244000	46246000	ESC
chr7	46263000	46269000	ESC
chr7	46271000	46275000	ESC
chr7	46282000	46286000	ESC
chr7	46292000	46296000	ESC
chr7	46532000	46536000	ESC
chr7	48047000	48048000	NPC
chr7	48134000	48135000	NPC
chr7	48312000	48313000	NPC
chr7	48324000	48325000	NPC
chr7	48347000	48348000	NPC
chr7	48361000	48362000	NPC
chr7	48369000	48370000	NPC
chr7	48371000	48372000	NPC
chr7	48399000	48400000	NPC
chr7	48419000	48420000	NPC
chr7	48425000	48426000	NPC
chr7	48446000	48447000	NPC
chr7	48458000	48459000	NPC
chr7	48463000	48464000	NPC
chr7	48478000	48479000	NPC
chr7	48511000	48512000	NPC
chr7	48524000	48525000	NPC
chr7	48526000	48527000	NPC
chr7	48530000	48531000	NPC
chr7	48535000	48536000	NPC
chr7	48552000	48554000	NPC
chr7	48555000	48556000	NPC
chr7	48557000	48558000	NPC
chr7	48559000	48560000	NPC
chr7	48586000	48587000	NPC
chr7	48588000	48589000	NPC
chr7	48827000	48833000	ESC
chr7	48989000	48990000	ESC
chr7	49002000	49003000	ESC
chr7	49004000	49007000	ESC
chr7	49008000	49009000	ESC
chr7	49066000	49076000	ESC
chr7	49114000	49119000	ESC
chr7	49500000	49502000	ESC
chr7	51377000	51380000	ESC
chr7	58526000	58530000	ESC
chr7	59509000	59510000	NPC
chr7	59850000	59851000	NPC
chr7	59852000	59853000	NPC
chr7	59902000	59904000	NPC
chr7	59905000	59906000	NPC
chr7	59908000	59909000	NPC
chr7	59916000	59918000	NPC
chr7	60059000	60061000	NPC
chr7	60740000	60741000	NPC
chr7	60770000	60771000	NPC
chr7	60772000	60773000	NPC
chr7	60777000	60778000	NPC
chr7	60819000	60820000	NPC
chr7	60880000	60881000	NPC
chr7	60883000	60884000	NPC
chr7	60912000	60913000	NPC
chr7	60962000	60963000	NPC
chr7	60970000	60971000	NPC
chr7	60976000	60977000	NPC
chr7	60989000	60990000	NPC
chr7	61005000	61007000	NPC
chr7	61052000	61053000	NPC
chr7	61054000	61055000	NPC
chr7	61084000	61085000	NPC
chr7	61102000	61103000	NPC
chr7	61117000	61118000	NPC
chr7	61152000	61153000	NPC
chr7	61159000	61160000	NPC
chr7	61188000	61189000	NPC
chr7	61288000	61289000	NPC
chr7	61330000	61334000	NPC
chr7	61341000	61342000	NPC
chr7	61347000	61348000	NPC
chr7	61349000	61354000	NPC
chr7	61357000	61358000	NPC
chr7	61359000	61360000	NPC
chr7	61366000	61367000	NPC
chr7	61370000	61371000	NPC
chr7	61377000	61378000	NPC
chr7	61399000	61403000	NPC
chr7	61404000	61405000	NPC
chr7	61406000	61407000	NPC
chr7	61411000	61412000	NPC
chr7	61423000	61426000	NPC
chr7	61429000	61430000	NPC
chr7	61431000	61432000	NPC
chr7	61437000	61438000	NPC
chr7	61459000	61460000	NPC
chr7	61462000	61463000	NPC
chr7	61469000	61470000	NPC
chr7	61472000	61477000	NPC
chr7	61483000	61484000	NPC
chr7	61494000	61496000	NPC
chr7	61519000	61520000	NPC
chr7	61530000	61531000	NPC
chr7	61543000	61544000	NPC
chr7	61817000	61818000	NPC
chr7	61861000	61862000	NPC
chr7	61935000	61936000	NPC
chr7	61957000	61958000	NPC
chr7	62039000	62042000	NPC
chr7	62048000	62050000	NPC
chr7	62051000	62052000	NPC
chr7	62064000	62065000	NPC
chr7	62066000	62067000	NPC
chr7	62071000	62075000	NPC
chr7	62079000	62082000	NPC
chr7	62083000	62086000	NPC
chr7	62087000	62090000	NPC
chr7	62091000	62096000	NPC
chr7	62097000	62098000	NPC
chr7	62099000	62131000	NPC
chr7	62132000	62133000	NPC
chr7	62134000	62135000	NPC
chr7	62136000	62138000	NPC
chr7	62140000	62141000	NPC
